Student_id,Student_first_name,Student_last_name,Email,Phone,Birth_date,Degree,Start_date
326287901,David,Friedman,david95friedman@jct.ac.il,050-9821342,1995-03-02,BA in history,2022-10-04
222983140,Ron,Bernstein,ron_bernstein@jct.ac.il,052-0028857,1981-07-12,BA in physics,2024-03-13
208342618,Ofir,Cohen,ofir_cohen99@gmail.com,055-1139296,1999-02-11,MA in neurology,2022-08-01
385993340,Sagi,Eliakim,sagi_eliakim@gmail.com,057-5198836,2004-08-29,MA in art,2020-10-21
371708454,Ofir,Stern,ofir_stern@gmail.com,057-3364785,1997-03-31,BA in math,2020-03-20
216888024,Michael,Sabag,michael95sabag@gmail.com,058-3545659,1995-08-19,BA in oncology,2022-07-10
238790331,Eli,Solomon,eli_solomon87@jct.ac.il,053-7037139,1987-11-19,BA in psychology,2021-03-15
274428408,Maya,Menahem,maya05menahem@jct.ac.il,055-8210706,2005-09-06,BA in psychology,2023-08-16
220468276,Ron,Herzog,ron_herzog96@jct.ac.il,057-6638151,1996-10-26,BA in theatre,2024-07-09
273370361,Raz,Ben-Shitrit,raz_ben-shitrit93@gmail.com,053-5197764,1993-03-17,MA in chemistry,2021-08-07
248041626,Guy,Sabag,guy_sabag98@gmail.com,059-9218372,1998-01-02,BA in cardiology,2022-10-31
209959840,Almog,Ziv,almog_ziv@jct.ac.il,057-6596115,1998-04-14,BA in chemistry,2020-03-19
236601514,Ron,Solomon,ron_solomon90@jct.ac.il,052-4929056,1990-05-30,BA in math,2022-10-27
381459452,Amit,Barak,amit_barak97@gmail.com,053-8088442,1997-09-02,BA in ecology,2021-07-12
327434684,Sagi,Menash,sagi03menash@gmail.com,054-4563790,2003-12-22,BA in chemistry,2022-07-16
203862008,Sagi,Zohar,sagi95zohar@gmail.com,051-7560851,1995-06-20,MA in art,2021-08-15
241126481,Maya,Dayan,maya_dayan80@jct.ac.il,053-1561270,1980-02-29,MA in oncology,2024-07-09
241526706,Tomer,Dayan,tomer94dayan@jct.ac.il,053-0324409,1994-02-14,MA in biology,2020-03-29
274113661,Dean,Friedman,dean_friedman90@gmail.com,051-3308958,1990-06-09,BA in neurology,2022-07-10
296007156,Rotem,Eliakim,rotem_eliakim@jct.ac.il,053-7458966,1987-08-15,BA in engineering,2024-10-09
245326459,Hila,Revivo,hila01revivo@jct.ac.il,056-6916977,2001-09-09,MA in sociology,2024-08-09
393908124,Abigail,Katz,abigail_katz90@jct.ac.il,059-8360453,1990-11-20,BA in chemistry,2020-08-19
307743435,Michael,Sabag,michael_sabag@gmail.com,057-2703564,1985-02-25,MA in physics,2021-10-20
396318461,Oren,Katz,oren_katz@gmail.com,057-2632529,1995-11-29,BA in neurology,2020-03-24
309210409,Liam,Saban,liam94saban@jct.ac.il,052-2139703,1994-10-05,MA in cardiology,2021-10-23
380175588,Sarit,Dagan,sarit_dagan87@jct.ac.il,051-2431137,1987-12-14,MA in anthropology,2020-10-20
203253745,Ofir,Sabag,ofir_sabag93@gmail.com,052-6570641,1993-08-03,MA in cardiology,2022-08-21
351909163,Guy,Ashkenazi,guy_ashkenazi87@gmail.com,051-3902579,1987-11-10,BA in engineering,2022-08-24
296229834,Dean,Bachar,dean_bachar00@gmail.com,052-8505621,2000-06-18,MA in oncology,2023-03-22
322114125,Inbar,Herzog,inbar_herzog98@gmail.com,056-5093256,1998-05-17,MA in biology,2024-03-01
392666491,Gabriel,Berkowitz,gabriel_berkowitz98@jct.ac.il,058-1493913,1998-05-27,BA in psychology,2021-03-07
265861575,Oren,Shaked,oren_shaked@jct.ac.il,059-9505075,1989-07-02,BA in english,2024-10-16
305552788,Roni,Berkowitz,roni_berkowitz90@jct.ac.il,057-7617134,1990-03-13,BA in ecology,2023-10-12
275165264,Gal,Cohen,gal01cohen@jct.ac.il,050-6242299,2001-12-25,BA in oncology,2021-07-09
230318248,Oren,Shaked,oren_shaked86@gmail.com,050-8431176,1986-06-16,BA in computer science,2020-03-02
352161137,Mor,Friedman,mor05friedman@jct.ac.il,050-6237389,2005-01-09,BA in engineering,2024-07-01
249765462,Eli,Shaked,eli80shaked@gmail.com,058-5514661,1980-04-21,MA in anthropology,2024-08-16
247675481,Roni,Baruch,roni_baruch@gmail.com,051-9941652,1981-12-16,MA in engineering,2022-08-19
301415840,Alon,Zohar,alon_zohar80@gmail.com,054-9243098,1980-09-18,MA in anthropology,2020-03-28
220679781,Yoav,Danon,yoav85danon@gmail.com,059-5296891,1985-03-08,BA in engineering,2022-07-03
340193705,Shahar,Avraham,shahar_avraham90@gmail.com,051-8307472,1990-12-29,BA in sociology,2023-07-07
271235988,Itay,Avitan,itay81avitan@gmail.com,050-7533309,1981-08-27,MA in sociology,2022-07-02
335121067,Michael,Shamir,michael_shamir@jct.ac.il,059-9198077,2001-11-14,BA in computer science,2023-07-26
269579900,Adam,Malul,adam96malul@jct.ac.il,051-0819932,1996-12-17,BA in theatre,2023-03-18
270813470,Alon,Levi,alon99levi@jct.ac.il,054-1113067,1999-12-01,MA in theatre,2023-10-11
382484442,Liam,Kahana,liam85kahana@jct.ac.il,050-8475457,1985-07-06,BA in computer science,2020-03-09
301916250,Shahar,Kahana,shahar_kahana@jct.ac.il,054-4779692,1991-07-26,BA in economics,2024-03-02
275615896,Roni,Solomon,roni_solomon@jct.ac.il,056-4809261,1984-12-02,BA in math,2021-08-10
340558295,Dean,Avraham,dean_avraham@jct.ac.il,059-0514991,1992-01-25,BA in ecology,2024-07-09
355173626,Ido,Barak,ido84barak@gmail.com,057-8129162,1984-01-03,BA in economics,2022-03-19
328728787,Liam,Gross,liam_gross@jct.ac.il,050-5654733,1999-04-19,MA in art,2021-03-13
344303136,Sagi,Biton,sagi_biton@jct.ac.il,058-0249051,1988-08-28,BA in art,2022-07-22
350982302,Mor,Rosen,mor_rosen80@gmail.com,050-2905858,1980-07-15,BA in geographics,2020-10-02
257478313,Asaf,Kahana,asaf_kahana@jct.ac.il,056-9219982,1993-11-17,MA in astronomy,2023-07-17
326502101,Yael,Eliakim,yael04eliakim@jct.ac.il,054-6728277,2004-06-06,BA in physics,2020-07-25
325535979,Tamar,Bachar,tamar_bachar93@jct.ac.il,050-4538442,1993-04-25,MA in ecology,2021-10-08
355499906,Yael,Elias,yael_elias97@jct.ac.il,050-6060441,1997-04-11,MA in computer science,2021-08-14
314539115,Jonathan,Kahana,jonathan_kahana96@jct.ac.il,058-2424668,1996-09-09,MA in art,2024-10-29
260970611,Rotem,Sabag,rotem_sabag81@gmail.com,056-2986456,1981-01-25,BA in economics,2024-08-30
351079900,Sagi,Zohar,sagi04zohar@gmail.com,057-1465852,2004-02-22,BA in anthropology,2023-07-01
394676126,Ori,Ben-Ari,ori96ben-ari@gmail.com,052-2965687,1996-09-28,BA in psychology,2021-08-20
299841320,Asaf,Kahana,asaf_kahana99@jct.ac.il,051-4877433,1999-10-02,MA in anthropology,2020-07-15
212369904,Sagi,Shaked,sagi_shaked89@gmail.com,057-4473228,1989-12-01,MA in art,2023-10-24
351538715,Adam,Friedman,adam_friedman95@jct.ac.il,056-2819578,1995-09-02,BA in sociology,2023-10-29
228848073,Ofir,Dayan,ofir02dayan@gmail.com,053-4963852,2002-10-12,BA in neurology,2022-08-28
331112680,David,Solomon,david_solomon98@jct.ac.il,057-7997589,1998-08-14,BA in cardiology,2023-10-30
223281924,Jonathan,Tzur,jonathan_tzur@gmail.com,050-3491897,2006-05-04,MA in computer science,2024-03-06
232499350,Maya,Gross,maya_gross92@gmail.com,057-4676727,1992-03-08,MA in english,2023-10-24
399464775,Almog,Menash,almog95menash@gmail.com,051-9088850,1995-11-23,BA in sociology,2022-10-18
279363741,Guy,Bernstein,guy_bernstein82@jct.ac.il,050-3141447,1982-12-20,BA in ecology,2024-08-21
363959446,Inbar,Mizrahi,inbar_mizrahi97@jct.ac.il,050-4180303,1997-04-18,BA in art,2022-07-14
316447739,Alon,Stern,alon_stern01@gmail.com,059-5738613,2001-01-27,BA in chemistry,2020-07-27
299051896,Roni,Neumann,roni_neumann81@jct.ac.il,050-7228726,1981-06-20,BA in neurology,2022-03-10
288903131,Shira,Sabag,shira_sabag91@gmail.com,054-3704534,1991-05-15,MA in neurology,2022-08-12
334418563,Yuval,Tzur,yuval00tzur@jct.ac.il,055-6338607,2000-06-19,BA in math,2022-07-20
253992028,Gabriel,Malul,gabriel_malul@jct.ac.il,056-1011585,1982-09-29,MA in ecology,2021-03-30
380206052,Sarit,Finkelstein,sarit05finkelstein@gmail.com,056-1201234,2005-02-01,BA in art,2023-07-16
292340171,Niv,Stern,niv92stern@jct.ac.il,057-4576946,1992-10-10,BA in computer science,2022-03-06
267956415,Adam,Kahana,adam_kahana@gmail.com,055-8717343,2004-09-05,BA in theatre,2023-10-14
323972109,Mor,Menash,mor_menash88@jct.ac.il,057-9499343,1988-05-07,BA in astronomy,2024-10-18
317173391,Roni,Biton,roni_biton96@gmail.com,054-7716117,1996-11-08,MA in history,2022-10-14
315262394,Shaked,Ziv,shaked85ziv@jct.ac.il,050-4928924,1985-06-23,MA in anthropology,2022-07-16
216942862,Shaked,Gross,shaked_gross@gmail.com,052-1050909,1988-01-04,BA in biology,2021-10-25
265267419,Yuval,Friedman,yuval_friedman@jct.ac.il,059-4098334,2004-12-07,MA in engineering,2021-07-29
370404147,Tomer,Biton,tomer97biton@gmail.com,059-6117820,1997-11-25,BA in history,2020-10-26
373128537,Hila,Sabag,hila_sabag@jct.ac.il,058-7433971,1983-04-14,MA in engineering,2023-07-10
353400096,Oren,Assouline,oren_assouline@jct.ac.il,058-1282694,1984-11-29,MA in math,2024-10-09
206747198,Roni,Levi,roni_levi@gmail.com,050-9282119,2006-02-27,BA in history,2024-08-19
385287222,Ori,Danon,ori_danon@jct.ac.il,050-8104234,2002-09-13,MA in anthropology,2021-08-24
334206109,Sarit,Katz,sarit_katz@jct.ac.il,050-1443988,2001-12-03,BA in anthropology,2022-08-25
380125922,Yael,Biton,yael_biton84@gmail.com,055-9787613,1984-03-09,BA in biology,2022-10-16
339782104,Gabriel,Friedman,gabriel_friedman@gmail.com,052-8442241,2002-09-14,MA in art,2021-07-08
245062062,Itay,Solomon,itay_solomon@jct.ac.il,050-6665024,1988-11-27,MA in chemistry,2022-07-25
341564045,Jonathan,Dayan,jonathan_dayan94@jct.ac.il,050-2573723,1994-02-26,BA in neurology,2020-10-13
246256192,Alon,Peretz,alon_peretz88@jct.ac.il,051-5921090,1988-07-14,BA in psychology,2022-03-03
306474271,Dana,Peretz,dana03peretz@gmail.com,059-6635002,2003-06-23,BA in engineering,2022-10-07
356381129,Niv,Fisher,niv_fisher@jct.ac.il,055-0951186,1987-06-19,MA in physics,2022-03-22
233603489,Eli,Tzur,eli_tzur@gmail.com,057-3656235,1996-05-20,MA in engineering,2024-03-07
390758274,Mor,Menahem,mor_menahem82@jct.ac.il,057-9343308,1982-10-05,BA in theatre,2022-08-28
296096647,Tal,Ashkenazi,tal_ashkenazi@jct.ac.il,057-3485047,1989-11-27,BA in psychology,2022-10-12
395527344,Michael,Gross,michael_gross88@jct.ac.il,055-3731772,1988-07-14,MA in anthropology,2023-03-17
213316375,Maya,Ben-Shitrit,maya_ben-shitrit@gmail.com,056-7951362,1986-07-23,BA in physics,2022-08-10
373644541,Dana,Kramer,dana_kramer05@jct.ac.il,057-1305178,2005-11-08,MA in art,2022-08-29
318274503,Sagi,Friedman,sagi_friedman@jct.ac.il,055-2153256,1991-06-27,BA in psychology,2024-03-22
249113259,Almog,Rosen,almog_rosen96@jct.ac.il,058-9683362,1996-09-28,BA in psychology,2023-03-26
330825399,Ron,Ben-Shitrit,ron86ben-shitrit@jct.ac.il,059-6936574,1986-03-25,MA in ecology,2024-08-02
236476164,Carmel,Neumann,carmel_neumann@gmail.com,056-4690436,2003-12-28,MA in sociology,2024-07-15
356874453,Shira,Fisher,shira83fisher@jct.ac.il,052-3577719,1983-10-05,BA in astronomy,2023-10-29
219146438,Mor,Ben-David,mor_ben-david81@jct.ac.il,053-9440270,1981-06-25,BA in computer science,2021-03-04
369177035,Ofir,Berkowitz,ofir_berkowitz01@gmail.com,054-0809247,2001-07-10,BA in ecology,2021-10-06
270294010,Dana,Solomon,dana_solomon@jct.ac.il,053-9810036,1986-01-27,BA in chemistry,2022-10-03
214397556,Dana,Bachar,dana_bachar@gmail.com,055-6883078,2004-06-19,BA in sociology,2020-07-09
298195306,Mor,Almog,mor_almog@jct.ac.il,054-3668210,2006-05-03,MA in geographics,2024-10-23
307380923,Amit,Koren,amit85koren@jct.ac.il,056-3904563,1985-12-18,BA in english,2024-03-26
271910507,Raz,Friedman,raz_friedman@jct.ac.il,053-8785877,1993-04-13,BA in math,2021-10-04
336575493,Carmel,Avraham,carmel_avraham99@gmail.com,054-8731157,1999-06-09,BA in history,2021-07-09
352416333,Adi,Rafael,adi_rafael@jct.ac.il,050-4550228,2002-04-30,MA in sociology,2024-03-07
212899546,Guy,Peretz,guy_peretz87@jct.ac.il,057-7945395,1987-02-20,BA in oncology,2022-10-05
394696165,Inbar,Ben-Shitrit,inbar_ben-shitrit82@jct.ac.il,053-1947175,1982-11-04,MA in english,2022-08-31
390011013,Carmel,Menahem,carmel_menahem@gmail.com,056-4471697,1984-12-14,MA in neurology,2024-08-05
292875523,Tomer,Avitan,tomer_avitan86@gmail.com,054-6995305,1986-02-26,MA in art,2022-03-28
379236201,Adam,Katz,adam_katz03@jct.ac.il,059-7907327,2003-05-29,BA in engineering,2024-07-04
255100083,Yael,Shaked,yael89shaked@gmail.com,053-0379888,1989-06-06,MA in physics,2020-10-18
393055348,Adam,Tayeb,adam99tayeb@gmail.com,058-8359733,1999-01-06,MA in english,2020-08-02
358475879,Niv,Zohar,niv_zohar83@jct.ac.il,052-4530501,1983-11-03,MA in art,2022-03-06
360200232,Michael,Koren,michael_koren91@gmail.com,057-1487142,1991-12-11,MA in cardiology,2022-03-11
327233482,Shaked,Koren,shaked85koren@jct.ac.il,059-9131913,1985-07-11,MA in astronomy,2022-08-20
357452788,Jonathan,Revivo,jonathan_revivo04@jct.ac.il,056-3113769,2004-06-10,MA in economics,2022-10-29
244595419,Noa,Neumann,noa99neumann@jct.ac.il,056-4606207,1999-11-04,BA in english,2021-03-17
314785338,Roni,Sabag,roni90sabag@jct.ac.il,059-7803554,1990-05-26,MA in neurology,2024-07-11
331924514,David,Malul,david_malul@gmail.com,057-4091983,1993-05-24,BA in theatre,2020-10-22
205227978,Guy,Saban,guy_saban95@gmail.com,057-8000218,1995-11-19,MA in math,2020-10-22
369124706,Roni,Katz,roni_katz@gmail.com,050-7705166,1997-07-06,BA in neurology,2021-08-04
244437802,Bar,Kahana,bar83kahana@gmail.com,059-0339539,1983-07-02,BA in neurology,2023-10-22
275199230,Tomer,Levi,tomer_levi@jct.ac.il,050-9120361,2000-06-18,MA in sociology,2020-10-03
312866361,Dean,Sabag,dean_sabag85@gmail.com,050-0200081,1985-11-14,MA in computer science,2022-08-11
289863987,Tamar,Zeltser,tamar_zeltser92@jct.ac.il,053-2422024,1992-02-25,BA in economics,2021-08-27
364456871,Dean,Eliakim,dean92eliakim@jct.ac.il,057-9657190,1992-09-22,MA in ecology,2023-07-09
204210454,Shahar,Elias,shahar_elias85@gmail.com,058-3224104,1985-03-17,MA in economics,2022-10-16
368135208,Alon,Revivo,alon84revivo@jct.ac.il,051-9837562,1984-02-14,BA in art,2022-10-02
235932829,Shira,Stern,shira99stern@gmail.com,054-7382570,1999-02-08,MA in chemistry,2022-03-05
244678090,David,Barak,david87barak@gmail.com,056-9048330,1987-05-27,MA in art,2022-10-25
278953542,Yael,Eliakim,yael_eliakim99@jct.ac.il,055-5700253,1999-01-04,BA in psychology,2020-10-16
222555799,Shahar,Dayan,shahar_dayan81@gmail.com,052-4579065,1981-02-21,BA in art,2021-07-14
391666476,Dean,Ashkenazi,dean_ashkenazi@jct.ac.il,052-6908017,1993-10-22,MA in theatre,2024-08-06
256223645,Noa,Ben-David,noa_ben-david88@jct.ac.il,055-2956307,1988-08-22,BA in biology,2020-07-18
239825599,Sagi,Ben-Ari,sagi_ben-ari@gmail.com,055-5796895,2005-09-06,BA in art,2022-07-14
307389288,Tal,Bernstein,tal83bernstein@gmail.com,052-5875912,1983-02-06,BA in computer science,2021-10-20
219631082,Sarit,Finkelstein,sarit_finkelstein@gmail.com,050-6397628,1987-05-16,MA in ecology,2021-07-25
376617221,Noam,Levi,noam05levi@gmail.com,059-7339707,2005-10-29,MA in sociology,2024-07-23
383868064,Gabriel,Finkelstein,gabriel_finkelstein89@gmail.com,057-4920886,1989-04-06,MA in physics,2022-07-18
296121023,Hila,Cohen,hila_cohen02@gmail.com,058-9244421,2002-07-13,MA in english,2022-03-13
292324860,Ron,Menash,ron80menash@jct.ac.il,057-2470254,1980-04-22,MA in physics,2024-08-17
319578266,Niv,Dayan,niv_dayan00@jct.ac.il,052-6378072,2000-02-10,MA in cardiology,2021-03-06
340977552,Noa,Levi,noa_levi00@gmail.com,054-1895785,2000-11-23,BA in computer science,2023-07-20
241042639,Yoav,Bachar,yoav87bachar@jct.ac.il,057-5419142,1987-07-09,MA in physics,2020-03-02
385637335,Alon,Ben-David,alon06ben-david@gmail.com,055-4231322,2006-05-01,BA in astronomy,2020-03-29
219115367,Almog,Friedman,almog_friedman@jct.ac.il,051-6980147,1981-06-25,BA in sociology,2021-08-30
265718478,Jonathan,Eliakim,jonathan_eliakim87@gmail.com,052-9727739,1987-03-31,BA in neurology,2024-07-08
349731810,Gefen,Barak,gefen_barak88@jct.ac.il,058-0927784,1988-12-06,MA in theatre,2022-08-11
294784749,Daniel,Gross,daniel82gross@gmail.com,055-0997049,1982-07-29,MA in biology,2020-10-23
246014229,Alon,Ben-David,alon05ben-david@gmail.com,057-3651580,2005-06-16,BA in astronomy,2022-10-10
348402785,Niv,Sabag,niv_sabag@gmail.com,050-5985330,1996-01-29,MA in art,2023-07-17
203499421,Shahar,Mizrahi,shahar_mizrahi@jct.ac.il,051-5707766,2002-06-17,MA in english,2023-08-29
258382175,Niv,Elias,niv_elias@gmail.com,051-3587931,1992-10-20,MA in astronomy,2021-07-25
238808760,Mor,Ben-Shitrit,mor03ben-shitrit@jct.ac.il,051-3584739,2003-03-14,BA in history,2024-10-28
345460968,Alon,Dagan,alon_dagan84@gmail.com,054-4277696,1984-12-20,BA in theatre,2022-07-27
266197854,Oren,Barak,oren_barak81@jct.ac.il,057-9386338,1981-01-03,BA in computer science,2020-03-10
323034652,Noam,Dagan,noam81dagan@gmail.com,052-8182223,1981-11-09,BA in history,2020-08-18
362144677,Maya,Assouline,maya_assouline@gmail.com,059-6838861,2001-12-28,MA in english,2023-07-15
338801806,Jonathan,Elias,jonathan_elias84@jct.ac.il,053-4801636,1984-12-07,MA in sociology,2022-03-17
219835360,Dean,Rosen,dean_rosen@gmail.com,057-5881182,1990-11-06,MA in english,2023-10-24
354367914,Ori,Rafael,ori_rafael04@jct.ac.il,054-6326591,2004-02-27,MA in ecology,2021-08-01
369751532,Niv,Koren,niv88koren@jct.ac.il,057-3235282,1988-03-03,BA in neurology,2022-10-11
303075618,Liam,Friedman,liam81friedman@gmail.com,059-0750761,1981-07-31,MA in sociology,2020-07-01
230257362,Sagi,Gross,sagi_gross94@jct.ac.il,052-6952791,1994-09-28,BA in computer science,2023-08-08
391276300,Adi,Revivo,adi_revivo97@gmail.com,055-5789143,1997-11-16,MA in ecology,2023-07-16
330098518,Hila,Avitan,hila06avitan@jct.ac.il,058-5607764,2006-12-04,MA in history,2024-08-29
348662438,Alon,Friedman,alon92friedman@gmail.com,058-7111824,1992-04-26,MA in economics,2020-07-03
310042452,Tamar,Revivo,tamar_revivo@gmail.com,057-6850749,2004-11-01,BA in ecology,2021-07-27
212713770,Ron,Sabag,ron00sabag@gmail.com,052-2049369,2000-09-03,BA in geographics,2020-10-21
308121086,Carmel,Herzog,carmel_herzog06@jct.ac.il,056-8959235,2006-01-29,BA in sociology,2023-07-15
206057606,Hila,Zeltser,hila_zeltser02@gmail.com,050-4133726,2002-02-13,BA in physics,2021-07-06
387583172,Tamar,Zohar,tamar_zohar05@gmail.com,052-4103943,2005-09-05,BA in art,2024-08-13
202328365,Asaf,Rafael,asaf_rafael@jct.ac.il,056-1236134,2006-03-17,BA in math,2020-10-31
302859202,Shira,Friedman,shira03friedman@gmail.com,059-3366177,2003-07-27,BA in economics,2024-03-21
244915948,Almog,Ziv,almog_ziv93@gmail.com,055-8125651,1993-07-29,BA in chemistry,2023-10-09
277565842,Dana,Eliakim,dana_eliakim@gmail.com,051-0019995,1987-06-07,BA in chemistry,2023-08-24
301517827,Gal,Bachar,gal95bachar@gmail.com,059-9487783,1995-06-08,BA in oncology,2021-08-28
310237946,Noa,Zeltser,noa02zeltser@jct.ac.il,053-1006438,2002-09-23,MA in oncology,2022-10-08
284205606,Raz,Zohar,raz_zohar86@jct.ac.il,052-6028908,1986-07-10,MA in biology,2022-10-11
272817719,Ron,Gross,ron_gross@gmail.com,057-7461767,1996-03-12,MA in oncology,2022-10-14
279596480,Almog,Dagan,almog_dagan91@jct.ac.il,054-3147713,1991-02-02,BA in theatre,2020-08-26
227081007,Hila,Finkelstein,hila03finkelstein@gmail.com,056-8617848,2003-01-04,MA in oncology,2021-10-29
254982630,Eli,Koren,eli_koren80@gmail.com,059-4823057,1980-02-02,MA in biology,2021-07-16
377101647,Ori,Cohen,ori_cohen00@gmail.com,051-6900771,2000-08-06,MA in biology,2021-07-18
228364089,Oren,Gross,oren_gross@gmail.com,059-4764035,1991-12-10,BA in theatre,2024-03-09
388167140,Jonathan,Zohar,jonathan_zohar98@gmail.com,050-7737281,1998-12-26,MA in physics,2020-08-23
273820993,Almog,Solomon,almog_solomon@gmail.com,050-7820041,1993-09-21,MA in psychology,2020-10-21
232909879,Sagi,Sabag,sagi_sabag@jct.ac.il,055-4158171,1990-06-12,BA in theatre,2022-03-25
391910619,Jonathan,Peretz,jonathan02peretz@gmail.com,059-1807783,2002-07-24,MA in engineering,2024-10-08
253850218,Jonathan,Solomon,jonathan_solomon99@gmail.com,056-6966736,1999-07-19,MA in anthropology,2022-03-13
361579592,Bar,Sabag,bar_sabag@gmail.com,058-7974176,1998-02-17,MA in sociology,2021-03-13
269177432,Guy,Danon,guy84danon@jct.ac.il,051-2048609,1984-04-20,MA in sociology,2023-07-28
324730985,Liam,Katz,liam_katz82@gmail.com,057-8805287,1982-07-10,MA in math,2022-03-22
302011192,Noa,Solomon,noa_solomon@jct.ac.il,056-8687593,1985-07-16,MA in chemistry,2024-10-13
266571629,Almog,Shamir,almog87shamir@jct.ac.il,053-7666524,1987-12-09,MA in anthropology,2020-07-17
285848081,Dana,Herzog,dana03herzog@gmail.com,051-1049154,2003-12-02,BA in cardiology,2021-07-21
232432807,Adam,Shamir,adam89shamir@gmail.com,057-5020700,1989-08-19,MA in engineering,2020-08-11
303751259,Itay,Zeltser,itay_zeltser@jct.ac.il,056-0637226,1988-07-26,BA in theatre,2020-10-11
240403790,Abigail,Fisher,abigail_fisher96@jct.ac.il,055-4993093,1996-06-23,BA in anthropology,2022-08-17
296155153,Alon,Barak,alon_barak00@jct.ac.il,054-3467313,2000-11-22,BA in history,2023-03-08
396199531,Abigail,Menahem,abigail85menahem@gmail.com,058-7535110,1985-02-12,MA in ecology,2024-07-24
218496479,Tomer,Kahana,tomer80kahana@gmail.com,050-3302041,1980-08-05,BA in ecology,2023-08-02
317153831,Shaked,Dagan,shaked_dagan03@jct.ac.il,059-8628203,2003-03-08,BA in astronomy,2020-08-23
332446343,Mor,Fisher,mor_fisher93@gmail.com,057-3226090,1993-11-05,MA in ecology,2020-10-22
375559135,Ofir,Bernstein,ofir_bernstein@jct.ac.il,052-1709025,2005-04-16,MA in engineering,2023-10-09
397095910,Sarit,Menahem,sarit_menahem02@gmail.com,054-4204548,2002-11-29,BA in biology,2024-07-30
322932989,David,Barak,david_barak@jct.ac.il,053-9786314,1997-05-05,MA in sociology,2024-08-21
259197499,Roni,Zeltser,roni_zeltser02@jct.ac.il,051-8352653,2002-06-23,BA in oncology,2024-03-18
282711274,Niv,Elias,niv83elias@jct.ac.il,057-5819074,1983-07-30,BA in art,2023-10-03
304169972,Sarit,Ben-Ari,sarit04ben-ari@jct.ac.il,058-4807491,2004-06-16,BA in anthropology,2021-08-26
345843452,Gefen,Koren,gefen_koren89@jct.ac.il,056-9749552,1989-08-04,BA in english,2023-08-29
338322365,Amit,Finkelstein,amit_finkelstein88@jct.ac.il,051-7575711,1988-08-27,MA in oncology,2024-10-28
338804271,Michael,Cohen,michael_cohen94@jct.ac.il,050-6333561,1994-03-03,BA in geographics,2021-08-31
323163915,Ron,Ben-Ari,ron97ben-ari@gmail.com,053-1646311,1997-10-24,MA in biology,2021-08-26
305794620,Mor,Shaked,mor_shaked02@jct.ac.il,052-3561262,2002-04-06,BA in biology,2020-08-10
336075767,Ori,Rosen,ori05rosen@gmail.com,053-2811316,2005-12-03,MA in oncology,2022-08-13
262290596,Shira,Fisher,shira_fisher93@jct.ac.il,058-8809919,1993-08-14,BA in oncology,2022-08-05
384130985,Gefen,Avitan,gefen_avitan@jct.ac.il,058-1079166,1992-11-29,MA in biology,2021-10-24
381971365,Alon,Herzog,alon_herzog@jct.ac.il,056-4295036,2002-07-06,BA in economics,2023-07-03
341826618,Gal,Levi,gal_levi@gmail.com,051-2818994,2003-07-02,MA in art,2023-10-06
399294198,Shahar,Tayeb,shahar_tayeb97@jct.ac.il,058-4305260,1997-10-06,BA in psychology,2021-08-29
379757826,Oren,Rafael,oren_rafael90@jct.ac.il,057-9563750,1990-05-20,BA in art,2022-10-05
337872220,Eli,Ben-David,eli_ben-david@jct.ac.il,054-1712016,1994-10-11,BA in physics,2023-08-09
260906623,Tamar,Rafael,tamar_rafael98@gmail.com,051-5312947,1998-05-21,MA in geographics,2021-08-19
273930685,Maya,Koren,maya_koren90@gmail.com,059-9717381,1990-11-30,BA in economics,2022-07-14
227494366,Niv,Levi,niv99levi@jct.ac.il,057-7182912,1999-01-08,BA in math,2022-10-27
241793462,Daniel,Berkowitz,daniel97berkowitz@gmail.com,057-7136863,1997-03-26,BA in ecology,2020-08-05
398037606,Inbar,Tayeb,inbar_tayeb94@jct.ac.il,056-9047749,1994-10-01,BA in chemistry,2021-08-25
287175525,Bar,Bachar,bar_bachar89@jct.ac.il,050-0580308,1989-06-15,MA in biology,2024-10-18
311831531,Inbar,Koren,inbar_koren@gmail.com,056-2166375,1993-05-12,BA in economics,2022-10-16
367431665,Shahar,Revivo,shahar_revivo@jct.ac.il,054-9282367,1987-02-20,BA in oncology,2023-10-04
300083573,Yoav,Revivo,yoav06revivo@jct.ac.il,050-2207725,2006-02-21,MA in neurology,2024-07-04
299782920,Ido,Menahem,ido03menahem@jct.ac.il,051-2692064,2003-08-17,MA in history,2023-07-19
276058542,Ofir,Malul,ofir_malul@gmail.com,057-1280041,1989-09-04,MA in geographics,2023-07-05
266978709,Inbar,Saban,inbar04saban@jct.ac.il,059-9534664,2004-10-04,BA in ecology,2021-07-14
306139395,Shahar,Kahana,shahar_kahana84@jct.ac.il,056-7235622,1984-06-30,MA in cardiology,2024-10-02
206548935,Ron,Levi,ron84levi@jct.ac.il,057-9999497,1984-01-18,BA in economics,2020-03-05
214343691,Eli,Sabag,eli03sabag@gmail.com,055-3581086,2003-06-23,BA in biology,2024-07-14
373667708,Shira,Katz,shira_katz97@jct.ac.il,057-9462260,1997-02-10,BA in anthropology,2020-07-16
307514000,Dana,Avraham,dana91avraham@jct.ac.il,057-4626928,1991-04-17,MA in ecology,2021-08-04
259005452,Liam,Bachar,liam87bachar@gmail.com,052-5824509,1987-07-02,BA in anthropology,2023-07-10
